Incident ID,Incident Date,State,City Or County,Address,# Victims Injured,# Victims Killed,# Subjects-Suspects Injured,# Subjects-Suspects Killed,# Subjects-Suspects Arrested,Operations
2062862,14-Jul-21,Mississippi,Kosciusko,600 Lucas St,0,0,0,0,0,N/A
2062580,14-Jul-21,Tennessee,Chattanooga,500 block of Haymore St,1,0,0,0,0,N/A
2062856,14-Jul-21,Ohio,Cleveland,11202 Lorain Ave,2,0,0,0,0,N/A
2062842,14-Jul-21,Ohio,Cleveland,Cecilia Ave,1,0,0,0,0,N/A
2062839,14-Jul-21,Illinois,Chicago,9220 S Yates Blvd,2,0,0,0,0,N/A
2062835,14-Jul-21,Illinois,Chicago,6647 S Bishop St,1,0,0,0,0,N/A
2062821,14-Jul-21,Illinois,Chicago,8508 S Marquette Ave,1,0,0,0,0,N/A
2062357,14-Jul-21,Arizona,Tucson,8880 E Broadway Blvd,0,1,0,0,2,N/A
2063818,14-Jul-21,Georgia,Rome,Strand St,0,0,0,0,1,N/A
2062811,14-Jul-21,California,Los Angeles,Crenshaw Blvd and W 43rd St,1,1,0,0,0,N/A
2062808,14-Jul-21,Illinois,Chicago,S Loomis Blvd and W 66th St,1,0,0,0,0,N/A
2063802,14-Jul-21,Ohio,Cleveland,Lee Heights Blvd and Glendale Ave,0,1,0,0,0,N/A
2063783,14-Jul-21,Ohio,Youngstown,W Boston Ave and Idlewood Ave,0,1,0,0,0,N/A
2063520,14-Jul-21,West Virginia,Huntington,1600 block of Charleston Ave,1,0,0,0,0,N/A
2062706,14-Jul-21,Alabama,Sylacauga,907 Sedgefield Dr,0,0,1,0,0,N/A
2063139,14-Jul-21,Connecticut,Bridgeport,624 E Main St,2,0,0,0,0,N/A
2062762,14-Jul-21,Illinois,Urbana,502 S Lierman Ave,0,0,0,0,1,N/A
2063726,14-Jul-21,Georgia,Atlanta,3178 Peachtree Rd,1,0,0,0,0,N/A
2062472,14-Jul-21,Georgia,Lithonia,6000 block of Covington Hwy,1,0,0,1,0,N/A
2062097,14-Jul-21,Illinois,Chicago,4600 block of W Monroe St,5,0,0,0,0,N/A
2062743,14-Jul-21,Florida,Sanford,900 block of Orange Ave,1,0,0,0,0,N/A
2062741,14-Jul-21,Florida,Sanford,800 block of Willow Ave,1,0,0,0,0,N/A
2062998,14-Jul-21,Pennsylvania,Philadelphia,1600 block of N Conestoga St,0,1,0,0,0,N/A
2062587,14-Jul-21,Virginia,Danville,3316 Riverside Dr,1,0,0,0,1,N/A
2063602,14-Jul-21,Florida,Ocala,15500 block of SW 46th Cir,0,1,0,0,0,N/A
2062084,14-Jul-21,New York,Rochester,86 Karnes St,0,1,0,0,0,N/A
2063868,14-Jul-21,New York,Buffalo,Vermont St and West Ave,2,0,0,0,2,N/A
2062676,14-Jul-21,New York,New York (Manhattan),429 E 102nd St,1,0,0,0,0,N/A
2062666,14-Jul-21,New York,Bronx,1160 229th Dr S,1,0,0,0,0,N/A
2062592,14-Jul-21,Texas,Houston,1504 Ben Taub Loop,1,0,0,0,1,N/A
2062696,14-Jul-21,Georgia,Conley,Mango Ct and Conley Rd,0,1,0,0,0,N/A
2063613,14-Jul-21,Illinois,Peoria (Bellevue),2109 N Abbey Cir,0,0,0,0,1,N/A
2063611,14-Jul-21,Tennessee,Clarksville,1010 Shirley Dr,0,0,0,0,1,N/A
2062595,14-Jul-21,Illinois,Chicago,2117 E 71st St,3,0,0,0,0,N/A
2062656,14-Jul-21,New York,Utica,1400 block of Walnut St,1,0,0,0,1,N/A
2064751,14-Jul-21,Arkansas,Little Rock,1500 block of Hanger St,1,0,0,0,0,N/A
2062651,14-Jul-21,West Virginia,Nellis,N/A,0,1,0,0,1,N/A
2063535,14-Jul-21,Kentucky,Hopkinsville,1700 block of Parkview Dr,0,0,0,0,0,N/A
2063516,14-Jul-21,Texas,Navasota,Old Millican Rd and Laredo St,0,1,0,0,1,N/A
2062639,14-Jul-21,Florida,Pensacola,3806 N Ninth Ave,1,0,0,0,0,N/A
2063484,14-Jul-21,Alabama,Dothan,253 Vining Dr,0,1,0,1,0,N/A
2064710,14-Jul-21,Alabama,Lewiston,Co Rd 181,0,1,0,0,0,N/A
2062654,14-Jul-21,Virginia,Norfolk,500 block of Nicholson St,1,0,0,0,0,N/A
2062617,14-Jul-21,Illinois,Chicago,2721 E 75th St,1,0,0,0,0,N/A
2062610,14-Jul-21,Illinois,Chicago,3851 S Michigan Ave,1,0,0,0,0,N/A
2062599,14-Jul-21,Illinois,Chicago,4001 W Jackson Blvd,0,1,0,0,0,N/A
2069006,14-Jul-21,North Carolina,Raeford,100 block of Lucy Ln,1,0,0,0,1,N/A
2064660,14-Jul-21,Minnesota,Saint Paul,Grotto St N and Thomas Ave W,1,0,0,0,0,N/A
2062798,14-Jul-21,Tennessee,Chattanooga,E Brainerd Rd and Hickory Valley Rd,0,0,0,1,0,N/A
2064630,14-Jul-21,Ohio,Franklin Furnace,Hyland Ave,0,0,0,0,1,N/A
2062619,14-Jul-21,Florida,Fort Pierce,600 block of N 25th St,0,1,0,0,1,N/A
2063434,14-Jul-21,Michigan,Jackson,2900 block of Pheasant Run Dr,0,0,0,0,0,N/A
2088472,14-Jul-21,Kentucky,Louisville,N/A,1,0,0,0,1,N/A
2062475,14-Jul-21,Georgia,Decatur,2683 E College Ave,0,1,0,0,1,N/A
2063618,14-Jul-21,Texas,Houston,6700 block of Lockwood Dr,1,0,0,0,0,N/A
2063641,14-Jul-21,Texas,Houston,6900 Monroe Blvd,0,0,0,1,0,N/A
2063116,14-Jul-21,South Carolina,Graniteville,300 block of Aiken Rd,1,0,0,1,0,N/A
2063401,14-Jul-21,Minnesota,Minneapolis (Bloomington),W 84th St and Normandale Blvd,0,0,0,0,0,N/A
2062601,14-Jul-21,Texas,Houston,4900 block of S Cancun Dr,1,1,0,1,0,N/A
2062158,14-Jul-21,Michigan,Detroit,17040 Plymouth Rd,0,1,0,0,0,N/A
2062503,14-Jul-21,New York,Corona (Queens),139th St and 91st Ave,3,0,0,0,0,N/A
2062605,14-Jul-21,Texas,Grand Prairie,2800 block of Springdale Cir,0,0,1,0,1,N/A
2062323,14-Jul-21,Nevada,North Las Vegas,1000 block of E Carey Ave,0,1,0,0,1,N/A
2083437,14-Jul-21,Louisiana,Edgard,100 block of Central Ave,0,0,0,0,0,N/A
2062829,14-Jul-21,Illinois,Chicago,221 S Kilpatrick Ave,0,1,0,0,0,N/A
2062479,14-Jul-21,Georgia,Atlanta,2770 Lenox Rd NE,1,0,0,0,0,N/A
2116794,14-Jul-21,Minnesota,Rochester,N/A,0,0,0,0,0,N/A
2064546,14-Jul-21,Virginia,Woodbridge,3000 blocks of Acorn Ct,0,0,0,0,1,N/A
2067691,14-Jul-21,Iowa,Waterloo,1760 Newell St,0,0,0,0,2,N/A
2062461,14-Jul-21,Wisconsin,Milwaukee,3100 block of W Lisbon Ave,1,0,0,0,0,N/A
2068813,14-Jul-21,Georgia,Moultrie,145 Quail Ridge,1,0,0,0,1,N/A
2062447,14-Jul-21,District of Columbia,Washington,300 Indiana Ave,0,0,0,0,0,N/A
2062379,14-Jul-21,California,Whittier,California Ave and Mar Vista St,0,1,0,0,2,N/A
2062301,14-Jul-21,Texas,Killeen,4300 block of Old Florence Rd,1,0,0,0,1,N/A
2062383,14-Jul-21,Michigan,Jackson,Williams St and W Mason St,0,1,0,0,0,N/A
2062365,14-Jul-21,Louisiana,La Place (Laplace),500 block of Fife Ln,1,0,0,0,1,N/A
2062339,14-Jul-21,Arkansas,Jacksonville,5500 block of Davenport Dr,1,0,0,0,0,N/A
2062703,14-Jul-21,Florida,Miami Beach,1116 Ocean Dr,0,2,0,0,0,N/A
2063294,14-Jul-21,Missouri,Columbia,600 block of Scott Blvd,0,0,0,0,0,N/A
2062162,14-Jul-21,Maryland,Baltimore,1100 block of W Baltimore St,1,0,0,0,0,N/A
2062175,14-Jul-21,Maryland,Baltimore,400 block of N Ellwood St,0,1,0,0,0,N/A
2063386,14-Jul-21,Wisconsin,Mikana,WI-48 and 26 7/8 Ave,0,0,1,0,0,N/A
2062321,14-Jul-21,Texas,Fort Worth,2700 block of Azle Ave,1,0,0,0,0,N/A
2063254,14-Jul-21,Oklahoma,Tulsa,E Archer St and N Sheridan Rd,1,0,0,0,1,N/A
2063251,14-Jul-21,Oklahoma,Oklahoma City,2600 block of NE 17th St,0,0,0,0,2,N/A
2062359,14-Jul-21,Illinois,Chicago,1533 W 79th St,5,0,0,0,1,N/A
2063432,14-Jul-21,Michigan,Flint,100 block of E Hobson Ave,0,1,0,0,2,N/A
2062737,14-Jul-21,Florida,Orlando,5284 S Orange Blossom Trl,0,1,0,0,2,N/A
2063227,14-Jul-21,Oklahoma,Oklahoma City,5708 N Tulsa Ave,0,1,0,0,0,N/A
2063436,14-Jul-21,Michigan,Detroit,9100 Chalmers St,1,0,0,0,0,N/A
2062251,14-Jul-21,New York,New York (Manhattan),181st St and Amsterdam Ave,1,0,0,0,0,N/A
