Incident ID,Incident Date,State,City Or County,Address,# Victims Injured,# Victims Killed,# Subjects-Suspects Injured,# Subjects-Suspects Killed,# Subjects-Suspects Arrested,Operations
2084804,6-Aug-21,Wisconsin,Milwaukee,N Bourbon St and W Fond Du Lac Ave,0,1,0,0,0,N/A
2084499,6-Aug-21,Missouri,Saint Louis,1800 block of Bahama Ct,1,1,0,0,1,N/A
2084471,6-Aug-21,Ohio,Columbus,1281 Sullivant Ave,1,0,0,0,0,N/A
2084850,6-Aug-21,Wisconsin,Muskego,Longfellow Ln and Kipling Rd,0,0,0,0,1,N/A
2085084,6-Aug-21,New York,Brooklyn,29 Avenue W,0,1,0,0,0,N/A
2085252,6-Aug-21,Alabama,Montgomery,5600 block of Eddins Rd,3,0,0,0,0,N/A
2084487,6-Aug-21,Ohio,Columbus,1743 E Whittier St,1,0,0,0,0,N/A
2084485,6-Aug-21,California,Oakland,1200 block of 17th Ave,1,0,0,0,0,N/A
2085250,6-Aug-21,California,Long Beach,2500 block of E Anaheim St,0,1,0,0,0,N/A
2084480,6-Aug-21,Tennessee,Memphis,3400 block of Douglass Ave,2,0,0,0,0,N/A
2084476,6-Aug-21,Kansas,Kansas City,KS-32 and Kansas Ave,0,1,0,0,0,N/A
2084677,6-Aug-21,Louisiana,Clinton,LA-10,0,1,0,0,0,N/A
2085238,6-Aug-21,Pennsylvania,Scranton,800 block of Archbald St,0,0,0,0,0,N/A
2085223,6-Aug-21,Washington,Federal Way,35700 block of 16th Ave S,1,0,0,0,0,N/A
2085219,6-Aug-21,North Carolina,Dudley,100 block of Wells Ct,1,0,0,0,0,N/A
2085214,6-Aug-21,Pennsylvania,Reading,500 block of N 8th St,2,0,0,0,0,N/A
2084425,6-Aug-21,New York,Buffalo,100 block of Butler Ave,1,0,0,0,0,N/A
2084483,6-Aug-21,Missouri,Kansas City,3600 block of Woodland Ave,0,1,0,0,0,N/A
2084282,6-Aug-21,North Carolina,Wilmington,1200 block of S 12th St,1,0,0,0,1,N/A
2085186,6-Aug-21,Idaho,Coeur D Alene (Coeur D'alene),Carrington Ln,0,0,0,1,0,N/A
2084427,6-Aug-21,Illinois,Chicago,4000 block of W Washington Blvd,2,0,0,0,0,N/A
2084756,6-Aug-21,Texas,Houston,9125 W Sam Houston Pkwy N,1,0,0,0,1,N/A
2084504,6-Aug-21,Missouri,Saint Louis,6200 block of Gravois Rd,0,1,0,0,0,N/A
2083974,6-Aug-21,Illinois,Chicago,7000 block of S Merrill Ave,1,0,0,0,0,N/A
2084684,6-Aug-21,Louisiana,Saint Martinville,421 E Bridge St,0,1,0,0,1,N/A
2084493,6-Aug-21,Missouri,Saint Louis,2800 block of Nebraska Ave,0,1,0,0,1,N/A
2085086,6-Aug-21,New York,New York (Manhattan),81 W 127th St,1,0,0,0,0,N/A
