submission_date,state,tot_cases,conf_cases,prob_cases,new_case,pnew_case,tot_death,conf_death,prob_death,new_death,pnew_death,created_at,consent_cases,consent_deaths
03/29/2021,Nevada,303273,303273.0,0.0,212,0.0,5237,,,1,0.0,03/30/2021 02:06:13 PM,Agree,
03/29/2021,South Carolina,552994,466304.0,86690.0,788,258.0,9104,,,0,0.0,03/29/2021 12:00:00 AM,Agree,Not agree
03/29/2021,Wisconsin,634453,576044.0,58409.0,320,24.0,7277,6601.0,676.0,3,0.0,03/30/2021 02:06:13 PM,Agree,Agree
03/29/2021,Arizona,841117,781909.0,59208.0,604,94.0,16918,14980.0,1938.0,0,0.0,03/30/2021 02:06:13 PM,Agree,Agree
03/29/2021,Idaho,179763,144526.0,35237.0,335,93.0,1957,1706.0,251.0,3,2.0,03/30/2021 02:06:13 PM,Agree,Agree
03/29/2021,Montana,104163,96970.0,7193.0,35,10.0,1436,1436.0,0.0,0,0.0,03/30/2021 02:06:13 PM,Agree,Agree
03/29/2021,Louisiana,443905,,,836,243.0,10122,9279.0,843.0,35,14.0,03/30/2021 02:06:13 PM,Not agree,Agree
03/29/2021,California,3564468,3564468.0,0.0,2277,0.0,57778,57778.0,0.0,32,0.0,03/31/2021 12:00:00 AM,Agree,Agree
03/29/2021,Nebraska,210099,,,375,0.0,2175,,,0,0.0,03/31/2021 12:00:00 AM,Not agree,Not agree
03/29/2021,North Carolina,899968,784003.0,115965.0,1012,279.0,12752,11270.0,1482.0,10,5.0,03/29/2021 12:00:00 AM,Agree,Agree
03/29/2021,Rhode Island,129657,,,241,0.0,2604,,,4,0.0,03/29/2021 12:00:00 AM,Not agree,
03/29/2021,Maine,50440,38799.0,11641.0,243,109.0,738,715.0,23.0,2,0.0,03/31/2021 12:00:00 AM,Agree,Agree
03/29/2021,Virginia,616509,482186.0,134323.0,1143,308.0,10219,8570.0,1649.0,21,4.0,03/29/2021 12:00:00 AM,Agree,Agree
03/29/2021,Delaware,93786,88741.0,5045.0,326,28.0,1707,1555.0,152.0,4,0.0,03/31/2021 12:00:00 AM,Agree,Agree
03/29/2021,Illinois,1239589,1239589.0,0.0,1761,0.0,23527,21256.0,2271.0,6,1.0,03/30/2021 02:06:13 PM,Agree,Agree
03/29/2021,Kentucky,426959,323851.0,103108.0,260,80.0,7375,6548.0,827.0,3,0.0,03/29/2021 12:00:00 AM,Agree,Agree
03/29/2021,Oregon,164164,164164.0,0.0,212,0.0,2375,2375.0,0.0,0,0.0,03/30/2021 02:06:13 PM,Agree,Agree
03/29/2021,Connecticut,308439,285171.0,23268.0,3229,386.0,7883,6479.0,1404.0,18,2.0,03/30/2021 02:06:13 PM,Agree,Agree
03/29/2021,Wyoming,56190,47552.0,8638.0,144,30.0,695,695.0,0.0,0,0.0,03/30/2021 02:06:13 PM,Agree,Agree
03/29/2021,New Jersey,900273,792616.0,107657.0,3621,478.0,24404,21869.0,2535.0,15,0.0,03/30/2021 02:06:13 PM,Agree,Agree
03/29/2021,Georgia,1056421,850413.0,206008.0,1165,359.0,18962,16523.0,2439.0,36,0.0,03/30/2021 02:06:13 PM,Agree,Agree
03/29/2021,Arkansas,330008,,,79,20.0,5601,,,6,1.0,03/30/2021 02:06:13 PM,Not agree,Not agree
03/29/2021,Washington,361650,,,912,165.0,5226,,,8,0.0,03/29/2021 12:00:00 AM,,
03/29/2021,Oklahoma,441874,348978.0,92896.0,213,61.0,7137,6069.0,1068.0,4,1.0,03/30/2021 12:00:00 AM,Agree,Agree
03/29/2021,New York,1018606,,,3637,0.0,18734,,,23,0.0,03/30/2021 02:06:13 PM,Not agree,Not agree
03/29/2021,Massachusetts,631031,594242.0,36789.0,1500,36.0,17178,16836.0,342.0,26,1.0,03/31/2021 12:00:00 AM,Agree,Agree
03/29/2021,Tennessee,801649,667600.0,134049.0,814,246.0,11866,9534.0,2332.0,14,3.0,03/28/2021 12:00:00 AM,Agree,Agree
03/29/2021,Hawaii,29608,,,80,0.0,459,,,0,0.0,03/30/2021 02:06:13 PM,Not agree,Not agree
03/29/2021,Ohio,1013119,859423.0,153696.0,1497,563.0,18530,18530.0,0.0,0,0.0,03/30/2021 02:06:13 PM,Agree,Agree
03/29/2021,North Dakota,102880,96465.0,6415.0,241,156.0,1466,,,0,0.0,03/30/2021 02:06:13 PM,Agree,Not agree
03/29/2021,Pennsylvania,1021723,870031.0,151692.0,2885,711.0,25015,,,14,13.0,03/29/2021 12:00:00 AM,Agree,Not agree
03/29/2021,Mississippi,305761,187992.0,117769.0,272,148.0,7190,4972.0,2218.0,6,3.0,03/31/2021 12:00:00 AM,Agree,Agree
03/29/2021,Utah,384756,384756.0,0.0,194,0.0,2114,2055.0,59.0,0,0.0,03/30/2021 02:06:13 PM,Agree,Agree
03/30/2021,Colorado,469085,438473.0,30612.0,1136,171.0,6099,5374.0,725.0,7,2.0,03/30/2021 12:00:00 AM,Agree,Agree
03/30/2021,Texas,2778808,,,3139,-71.0,48677,,,28,0.0,04/01/2021 12:00:00 AM,Not agree,Not agree
03/30/2021,North Dakota,103091,96567.0,6524.0,211,109.0,1466,,,0,0.0,03/31/2021 02:08:03 PM,Agree,Not agree
03/30/2021,West Virginia,141322,112039.0,29283.0,331,100.0,2640,,,2,2.0,03/31/2021 02:08:03 PM,Agree,Not agree
03/30/2021,Oklahoma,442119,349167.0,92952.0,245,56.0,7146,6077.0,1069.0,9,1.0,03/31/2021 12:00:00 AM,Agree,Agree
03/30/2021,Washington,362402,,,752,197.0,5237,,,11,0.0,03/30/2021 12:00:00 AM,,
03/30/2021,Utah,385127,385127.0,0.0,371,0.0,2118,2059.0,59.0,4,0.0,03/31/2021 02:08:03 PM,Agree,Agree
03/30/2021,Arkansas,330186,,,178,75.0,5616,,,15,5.0,03/31/2021 02:08:03 PM,Not agree,Not agree
03/30/2021,Tennessee,802836,668217.0,134619.0,1187,570.0,11894,9552.0,2342.0,28,10.0,03/29/2021 12:00:00 AM,Agree,Agree
03/30/2021,Mississippi,305988,188095.0,117893.0,227,124.0,7196,4976.0,2220.0,6,2.0,04/01/2021 12:00:00 AM,Agree,Agree
03/30/2021,Alabama,514290,402894.0,111396.0,455,131.0,10976,8763.0,2213.0,11,4.0,03/30/2021 12:00:00 AM,Agree,Agree
03/30/2021,Ohio,1015577,860817.0,154760.0,2458,1064.0,18611,18611.0,0.0,81,0.0,03/31/2021 02:08:03 PM,Agree,Agree
03/30/2021,Florida,2019029,,,5023,1444.0,34051,,,42,1.0,03/30/2021 12:00:00 AM,Not agree,Not agree
03/30/2021,Nebraska,210548,,,449,0.0,2177,,,2,0.0,04/01/2021 12:00:00 AM,Not agree,Not agree
03/30/2021,North Carolina,901520,785094.0,116426.0,1552,461.0,12761,11278.0,1483.0,9,1.0,03/30/2021 12:00:00 AM,Agree,Agree
03/30/2021,Maine,50780,39037.0,11743.0,340,102.0,743,720.0,23.0,5,0.0,04/01/2021 12:00:00 AM,Agree,Agree
03/30/2021,Idaho,180076,144723.0,35353.0,313,116.0,1957,1706.0,251.0,0,0.0,03/31/2021 02:08:03 PM,Agree,Agree
03/30/2021,Wisconsin,635314,576632.0,58682.0,861,273.0,7292,6612.0,680.0,15,4.0,03/31/2021 02:08:03 PM,Agree,Agree
03/30/2021,Illinois,1241993,1241993.0,0.0,2404,0.0,23542,21273.0,2269.0,15,-2.0,03/31/2021 02:08:03 PM,Agree,Agree
03/30/2021,Nevada,303494,303494.0,0.0,221,0.0,5239,,,2,0.0,03/31/2021 02:08:03 PM,Agree,
03/30/2021,Montana,104321,97093.0,7228.0,158,35.0,1437,1437.0,0.0,1,0.0,03/31/2021 02:08:03 PM,Agree,Agree
03/30/2021,Oregon,164570,164570.0,0.0,406,0.0,2381,2381.0,0.0,6,0.0,03/31/2021 02:08:03 PM,Agree,Agree
03/30/2021,Minnesota,517881,,,1273,266.0,6914,6461.0,453.0,1,0.0,03/31/2021 02:08:03 PM,,Agree
03/30/2021,Virginia,617941,483177.0,134764.0,1432,441.0,10242,8590.0,1652.0,23,3.0,03/30/2021 12:00:00 AM,Agree,Agree
03/30/2021,South Carolina,553597,466712.0,86885.0,603,195.0,9108,,,4,1.0,03/30/2021 12:00:00 AM,Agree,Not agree
03/30/2021,Maryland,409978,,,903,0.0,8821,8613.0,208.0,9,0.0,04/01/2021 12:00:00 AM,,Agree
03/30/2021,Connecticut,310056,286543.0,23513.0,1617,245.0,7885,6482.0,1403.0,2,-1.0,03/31/2021 02:08:03 PM,Agree,Agree
03/30/2021,California,3566464,3566464.0,0.0,1996,0.0,57788,57788.0,0.0,10,0.0,04/01/2021 12:00:00 AM,Agree,Agree
03/30/2021,Missouri,567595,,,571,219.0,8794,,,6,0.0,04/01/2021 12:00:00 AM,Not agree,Not agree
03/30/2021,Arizona,841703,782395.0,59308.0,586,100.0,16941,15001.0,1940.0,23,2.0,03/31/2021 02:08:03 PM,Agree,Agree
03/30/2021,Vermont,17804,,,74,5.0,222,,,2,0.0,04/01/2021 12:00:00 AM,Not agree,Not agree
03/30/2021,Wyoming,56236,47585.0,8651.0,46,13.0,695,695.0,0.0,0,0.0,03/31/2021 02:08:03 PM,Agree,Agree
03/30/2021,New Hampshire,83714,,,374,152.0,1237,,,0,0.0,03/31/2021 02:08:03 PM,Not agree,Not agree
03/30/2021,Michigan,792024,713330.0,78694.0,6813,871.0,17266,16228.0,1038.0,43,1.0,03/31/2021 12:00:00 AM,Agree,Agree
03/30/2021,Delaware,93966,88913.0,5053.0,180,8.0,1707,1555.0,152.0,0,0.0,04/01/2021 12:00:00 AM,Agree,Agree
03/30/2021,Louisiana,444414,,,509,191.0,10132,9288.0,844.0,10,1.0,03/31/2021 02:08:03 PM,Not agree,Agree
03/30/2021,Kentucky,427575,324187.0,103388.0,616,280.0,7387,6559.0,828.0,12,1.0,03/30/2021 12:00:00 AM,Agree,Agree
03/30/2021,Rhode Island,129983,,,326,0.0,2609,,,5,0.0,03/30/2021 12:00:00 AM,Not agree,
03/30/2021,New Jersey,905144,796700.0,108444.0,4871,787.0,24486,21951.0,2535.0,82,0.0,03/31/2021 02:08:03 PM,Agree,Agree
03/30/2021,Kansas,301862,244206.0,57656.0,0,0.0,4902,,,0,0.0,03/31/2021 02:08:03 PM,Agree,
03/30/2021,South Dakota,117495,,,159,39.0,1935,1576.0,359.0,2,0.0,03/31/2021 02:08:03 PM,,Agree
03/30/2021,New York,1021976,,,3370,0.0,18757,,,23,0.0,03/31/2021 02:08:03 PM,Not agree,Not agree
03/30/2021,Indiana,686874,,,739,0.0,13011,12612.0,399.0,10,0.0,03/30/2021 12:00:00 AM,Not agree,Agree
03/30/2021,Pennsylvania,1027139,874251.0,152888.0,5416,1196.0,25049,,,34,13.0,03/30/2021 12:00:00 AM,Agree,Not agree
03/30/2021,Georgia,1057741,851306.0,206435.0,1320,427.0,18987,16533.0,2454.0,25,15.0,03/31/2021 02:08:03 PM,Agree,Agree
03/30/2021,Massachusetts,633081,595925.0,37156.0,2050,367.0,17215,16873.0,342.0,37,0.0,04/01/2021 12:00:00 AM,Agree,Agree
03/30/2021,Alaska,60379,,,86,0.0,339,,,1,0.0,03/30/2021 12:00:00 AM,,
03/30/2021,New Mexico,191377,,,147,0.0,3820,,,7,0.0,04/01/2021 12:00:00 AM,,Not agree
03/30/2021,Iowa,350462,,,577,196.0,5729,,,0,0.0,03/31/2021 02:08:03 PM,Not agree,Not agree
03/30/2021,Hawaii,29689,,,81,0.0,459,,,0,0.0,03/31/2021 02:08:03 PM,Not agree,Not agree
03/31/2021,North Dakota,103299,96726.0,6573.0,208,49.0,1466,,,0,0.0,04/01/2021 02:13:30 PM,Agree,Not agree
03/31/2021,Hawaii,29779,,,90,0.0,460,,,1,0.0,04/01/2021 02:13:30 PM,Not agree,Not agree
03/31/2021,Arkansas,330398,,,212,78.0,5626,,,10,6.0,04/01/2021 02:13:30 PM,Not agree,Not agree
03/31/2021,Texas,2783305,,,4497,1044.0,48724,,,47,0.0,04/02/2021 12:00:00 AM,Not agree,Not agree
03/31/2021,Kansas,302372,244716.0,57656.0,510,0.0,4913,,,11,0.0,04/01/2021 02:13:30 PM,Agree,
03/31/2021,Indiana,687937,,,1063,0.0,13012,12613.0,399.0,1,0.0,03/31/2021 12:00:00 AM,Not agree,Agree
03/31/2021,South Dakota,117759,,,264,71.0,1935,1576.0,359.0,0,0.0,04/01/2021 02:13:30 PM,,Agree
03/31/2021,New Mexico,191652,,,275,0.0,3825,,,5,0.0,04/02/2021 12:00:00 AM,,Not agree
03/31/2021,Ohio,1017566,862156.0,155410.0,1989,650.0,18611,18611.0,0.0,0,0.0,04/01/2021 02:13:30 PM,Agree,Agree
03/31/2021,Massachusetts,635580,598177.0,37403.0,2499,247.0,17243,16900.0,343.0,28,1.0,04/02/2021 12:00:00 AM,Agree,Agree
03/31/2021,Pennsylvania,1031532,877723.0,153809.0,4393,921.0,25093,,,44,13.0,03/31/2021 12:00:00 AM,Agree,Not agree
03/31/2021,Oklahoma,442381,349351.0,93030.0,262,78.0,7150,6081.0,1069.0,4,0.0,04/01/2021 12:00:00 AM,Agree,Agree
03/31/2021,Washington,363475,,,1073,227.0,5247,,,10,0.0,03/31/2021 12:00:00 AM,,
03/31/2021,New York,1026173,,,4197,0.0,18784,,,27,0.0,04/01/2021 02:13:30 PM,Not agree,Not agree
03/31/2021,West Virginia,141738,112315.0,29423.0,416,140.0,2676,,,36,7.0,04/01/2021 02:13:30 PM,Agree,Not agree
03/31/2021,Wisconsin,636041,577195.0,58846.0,727,164.0,7315,6622.0,693.0,23,13.0,04/01/2021 02:13:30 PM,Agree,Agree
03/31/2021,Minnesota,519529,,,1648,302.0,6926,6473.0,453.0,12,0.0,04/01/2021 02:13:30 PM,,Agree
03/31/2021,Rhode Island,130493,,,510,0.0,2611,,,2,0.0,03/31/2021 12:00:00 AM,Not agree,
03/31/2021,Montana,104552,97294.0,7258.0,231,30.0,1437,1437.0,0.0,0,0.0,04/01/2021 02:13:30 PM,Agree,Agree
03/31/2021,South Carolina,554470,467241.0,87229.0,873,344.0,9128,,,20,2.0,03/31/2021 12:00:00 AM,Agree,Not agree
03/31/2021,New Jersey,908816,799391.0,109425.0,3672,981.0,24561,21993.0,2568.0,75,33.0,04/01/2021 02:13:30 PM,Agree,Agree
03/31/2021,Vermont,17980,,,176,9.0,223,,,1,0.0,04/02/2021 12:00:00 AM,Not agree,Not agree
03/31/2021,Maine,51098,39237.0,11861.0,318,118.0,743,720.0,23.0,0,0.0,04/02/2021 12:00:00 AM,Agree,Agree
03/31/2021,Delaware,94214,89111.0,5103.0,248,50.0,1709,1557.0,152.0,2,0.0,04/02/2021 12:00:00 AM,Agree,Agree
03/31/2021,Virginia,618976,483775.0,135201.0,1035,437.0,10252,8602.0,1650.0,10,-2.0,03/31/2021 12:00:00 AM,Agree,Agree
03/31/2021,Arizona,842436,782992.0,59444.0,733,136.0,16967,15027.0,1940.0,26,0.0,04/01/2021 02:13:30 PM,Agree,Agree
03/31/2021,Michigan,798938,719382.0,79556.0,6914,862.0,17305,16264.0,1041.0,39,3.0,04/01/2021 12:00:00 AM,Agree,Agree
03/31/2021,Nevada,303762,303762.0,0.0,268,0.0,5249,,,10,0.0,04/01/2021 02:13:30 PM,Agree,
03/31/2021,Louisiana,444933,,,519,194.0,10141,9293.0,848.0,9,4.0,04/01/2021 02:13:30 PM,Not agree,Agree
03/31/2021,North Carolina,903400,786426.0,116974.0,1880,548.0,12779,11293.0,1486.0,18,3.0,03/31/2021 12:00:00 AM,Agree,Agree
03/31/2021,Illinois,1244585,1244585.0,0.0,2592,0.0,23579,21301.0,2278.0,37,9.0,04/01/2021 02:13:30 PM,Agree,Agree
03/31/2021,Kentucky,428242,324611.0,103631.0,667,243.0,7397,6569.0,828.0,10,0.0,03/31/2021 12:00:00 AM,Agree,Agree
03/31/2021,New Hampshire,84176,,,462,268.0,1238,,,1,0.0,04/01/2021 02:13:30 PM,Not agree,Not agree
03/31/2021,California,3568426,3568426.0,0.0,1962,0.0,57936,57936.0,0.0,148,0.0,04/02/2021 12:00:00 AM,Agree,Agree
03/31/2021,Connecticut,310888,287235.0,23653.0,832,140.0,7886,6477.0,1409.0,1,6.0,04/01/2021 02:13:30 PM,Agree,Agree
03/31/2021,Nebraska,211015,,,467,0.0,2180,,,3,0.0,04/02/2021 12:00:00 AM,Not agree,Not agree
03/31/2021,Wyoming,56310,47654.0,8656.0,74,5.0,700,700.0,0.0,5,0.0,04/01/2021 02:13:30 PM,Agree,Agree
03/31/2021,Maryland,411344,,,1366,0.0,8838,8630.0,208.0,17,0.0,04/02/2021 12:00:00 AM,,Agree
03/31/2021,Missouri,568091,,,496,137.0,8804,,,10,0.0,04/02/2021 12:00:00 AM,Not agree,Not agree
03/31/2021,Oregon,165012,165012.0,0.0,442,0.0,2383,2383.0,0.0,2,0.0,04/01/2021 02:13:30 PM,Agree,Agree
03/31/2021,Idaho,180536,145072.0,35464.0,460,111.0,1962,1710.0,252.0,5,1.0,04/01/2021 02:13:30 PM,Agree,Agree
03/31/2021,Utah,385641,385641.0,0.0,514,0.0,2122,2063.0,59.0,4,0.0,04/01/2021 02:13:30 PM,Agree,Agree
03/31/2021,Alaska,60538,,,159,0.0,340,,,1,0.0,03/31/2021 12:00:00 AM,,
03/31/2021,Alabama,514745,403184.0,111561.0,455,165.0,10981,8767.0,2214.0,5,1.0,03/31/2021 12:00:00 AM,Agree,Agree
03/31/2021,Iowa,350999,,,537,155.0,5743,,,14,14.0,04/01/2021 02:13:30 PM,Not agree,Not agree
03/31/2021,Georgia,1059548,852395.0,207153.0,1807,718.0,19055,16607.0,2448.0,68,-6.0,04/01/2021 02:13:30 PM,Agree,Agree
03/31/2021,Mississippi,306232,188212.0,118020.0,244,127.0,7201,4980.0,2221.0,5,1.0,04/02/2021 12:00:00 AM,Agree,Agree
03/31/2021,Colorado,470443,439671.0,30772.0,1358,160.0,6107,5379.0,728.0,8,3.0,03/31/2021 12:00:00 AM,Agree,Agree
03/31/2021,Tennessee,804027,669095.0,134932.0,1191,313.0,11904,9557.0,2347.0,10,5.0,03/30/2021 12:00:00 AM,Agree,Agree
03/31/2021,Florida,2025960,,,6931,1882.0,34118,,,67,7.0,03/31/2021 12:00:00 AM,Not agree,Not agree
04/01/2021,Alabama,515183,403491.0,111692.0,438,131.0,10992,8778.0,2214.0,11,0.0,04/01/2021 12:00:00 AM,Agree,Agree
04/01/2021,Pennsylvania,1035371,881075.0,154296.0,3839,487.0,25120,,,27,-51.0,04/01/2021 12:00:00 AM,Agree,Not agree
04/01/2021,Massachusetts,638339,600632.0,37707.0,2759,304.0,17273,16929.0,344.0,30,1.0,04/03/2021 12:00:00 AM,Agree,Agree
04/01/2021,Arkansas,330609,,,211,57.0,5636,,,10,5.0,04/02/2021 01:56:15 PM,Not agree,Not agree
04/01/2021,Washington,364471,,,996,246.0,5262,,,15,0.0,04/01/2021 12:00:00 AM,,
04/01/2021,Florida,2032292,,,6332,1587.0,34183,,,65,4.0,04/01/2021 12:00:00 AM,Not agree,Not agree
04/01/2021,Indiana,689172,,,1235,0.0,13021,12622.0,399.0,9,0.0,04/01/2021 12:00:00 AM,Not agree,Agree
04/01/2021,Oklahoma,442611,349516.0,93095.0,230,65.0,7153,6084.0,1069.0,3,0.0,04/02/2021 12:00:00 AM,Agree,Agree
04/01/2021,South Dakota,117989,,,230,58.0,1938,1579.0,359.0,3,0.0,04/02/2021 01:56:15 PM,,Agree
04/01/2021,Texas,2786642,,,3337,822.0,48773,,,49,0.0,04/03/2021 12:00:00 AM,Not agree,Not agree
04/01/2021,Nevada,304112,304112.0,0.0,350,0.0,5256,,,7,0.0,04/02/2021 01:56:15 PM,Agree,
04/01/2021,Delaware,94594,89444.0,5150.0,380,47.0,1709,1557.0,152.0,0,0.0,04/03/2021 12:00:00 AM,Agree,Agree
04/01/2021,Missouri,568684,,,593,234.0,8811,,,7,0.0,04/03/2021 12:00:00 AM,Not agree,Not agree
04/01/2021,Nebraska,211434,,,419,0.0,2181,,,1,0.0,04/03/2021 12:00:00 AM,Not agree,Not agree
04/01/2021,Kentucky,428899,325028.0,103871.0,657,240.0,7402,6574.0,828.0,5,0.0,04/01/2021 12:00:00 AM,Agree,Agree
04/01/2021,Maine,51461,39471.0,11990.0,363,129.0,744,721.0,23.0,1,0.0,04/03/2021 12:00:00 AM,Agree,Agree
04/01/2021,Illinois,1248111,1248111.0,0.0,3526,0.0,23601,21326.0,2275.0,22,-3.0,04/02/2021 01:56:15 PM,Agree,Agree
04/01/2021,Michigan,805607,725178.0,80429.0,6669,873.0,17332,16289.0,1043.0,27,2.0,04/02/2021 12:00:00 AM,Agree,Agree
04/01/2021,South Carolina,555437,467802.0,87635.0,967,406.0,9152,,,24,10.0,04/01/2021 12:00:00 AM,Agree,Not agree
04/01/2021,Connecticut,312468,288177.0,24291.0,1580,638.0,7900,6492.0,1408.0,14,-1.0,04/02/2021 01:56:15 PM,Agree,Agree
04/01/2021,Vermont,18238,,,258,3.0,225,,,2,0.0,04/03/2021 12:00:00 AM,Not agree,Not agree
04/01/2021,Louisiana,445469,,,536,202.0,10161,9308.0,853.0,20,5.0,04/02/2021 01:56:15 PM,Not agree,Agree
04/01/2021,New Jersey,914422,804037.0,110385.0,5606,960.0,24591,22023.0,2568.0,30,0.0,04/02/2021 01:56:15 PM,Agree,Agree
04/01/2021,Montana,104725,97401.0,7324.0,173,66.0,1438,1438.0,0.0,1,0.0,04/02/2021 01:56:15 PM,Agree,Agree
04/01/2021,California,3570660,3570660.0,0.0,2234,0.0,58090,58090.0,0.0,154,0.0,04/03/2021 12:00:00 AM,Agree,Agree
04/01/2021,Wisconsin,636908,577712.0,59196.0,867,350.0,7326,6625.0,701.0,11,8.0,04/02/2021 01:56:15 PM,Agree,Agree
04/01/2021,North Carolina,905484,787992.0,117492.0,2084,518.0,12788,11302.0,1486.0,9,0.0,04/01/2021 12:00:00 AM,Agree,Agree
04/01/2021,New Hampshire,84539,,,363,98.0,1245,,,7,1.0,04/02/2021 01:56:15 PM,Not agree,Not agree
04/01/2021,Minnesota,521667,,,2138,410.0,6938,6483.0,455.0,12,2.0,04/02/2021 01:56:15 PM,,Agree
04/01/2021,Arizona,842817,783279.0,59538.0,381,94.0,16977,15042.0,1935.0,10,-5.0,04/02/2021 01:56:15 PM,Agree,Agree
04/01/2021,Wyoming,56389,47735.0,8654.0,79,-2.0,700,700.0,0.0,0,0.0,04/02/2021 01:56:15 PM,Agree,Agree
04/01/2021,Oregon,165524,165524.0,0.0,512,0.0,2385,2385.0,0.0,2,0.0,04/02/2021 01:56:15 PM,Agree,Agree
04/01/2021,Idaho,180897,145335.0,35562.0,361,98.0,1963,1711.0,252.0,1,0.0,04/02/2021 01:56:15 PM,Agree,Agree
04/01/2021,Virginia,620801,485037.0,135764.0,1825,563.0,10268,8614.0,1654.0,16,4.0,04/01/2021 12:00:00 AM,Agree,Agree
04/01/2021,Maryland,412928,,,1584,0.0,8858,8650.0,208.0,20,0.0,04/03/2021 12:00:00 AM,,Agree
04/01/2021,Rhode Island,130984,,,491,0.0,2616,,,5,0.0,04/01/2021 12:00:00 AM,Not agree,
04/01/2021,Kansas,302372,244543.0,57829.0,0,173.0,4913,,,0,2.0,04/02/2021 01:56:15 PM,Agree,
04/01/2021,New York,1030739,,,4566,0.0,18814,,,30,0.0,04/02/2021 01:56:15 PM,Not agree,Not agree
04/01/2021,Iowa,351795,,,796,170.0,5751,,,8,8.0,04/02/2021 01:56:15 PM,Not agree,Not agree
04/01/2021,New Mexico,191945,,,293,0.0,3830,,,5,0.0,04/03/2021 12:00:00 AM,,Not agree
04/01/2021,Tennessee,805891,670295.0,135596.0,1864,664.0,11915,9564.0,2351.0,11,4.0,03/31/2021 12:00:00 AM,Agree,Agree
04/01/2021,Mississippi,306446,188301.0,118145.0,214,125.0,7201,4980.0,2221.0,0,0.0,04/03/2021 12:00:00 AM,Agree,Agree
04/01/2021,Hawaii,29888,,,109,0.0,460,,,0,0.0,04/02/2021 01:56:15 PM,Not agree,Not agree
04/01/2021,Utah,386128,386128.0,0.0,487,0.0,2125,2065.0,60.0,3,1.0,04/02/2021 01:56:15 PM,Agree,Agree
04/01/2021,Colorado,472111,441135.0,30976.0,1668,204.0,6117,5385.0,732.0,10,4.0,04/01/2021 12:00:00 AM,Agree,Agree
04/01/2021,Alaska,60768,,,230,0.0,340,,,0,0.0,04/01/2021 12:00:00 AM,,
04/01/2021,West Virginia,142233,112696.0,29537.0,495,114.0,2683,,,7,0.0,04/02/2021 01:56:15 PM,Agree,Not agree
04/01/2021,North Dakota,103460,96810.0,6650.0,161,77.0,1466,,,0,0.0,04/02/2021 01:56:15 PM,Agree,Not agree
04/01/2021,Ohio,1020041,863980.0,156061.0,2475,651.0,18611,18611.0,0.0,0,0.0,04/02/2021 01:56:15 PM,Agree,Agree
04/01/2021,Georgia,1060973,853273.0,207700.0,1425,547.0,19119,16664.0,2455.0,64,7.0,04/02/2021 01:56:15 PM,Agree,Agree
04/02/2021,Georgia,1062555,854416.0,208139.0,1582,439.0,19176,16727.0,2449.0,57,-6.0,04/03/2021 01:51:09 PM,Agree,Agree
04/02/2021,North Dakota,103577,96938.0,6639.0,117,-11.0,1466,,,0,0.0,04/03/2021 01:51:09 PM,Agree,Not agree
04/02/2021,Ohio,1021718,865081.0,156637.0,1677,576.0,18646,18646.0,0.0,35,0.0,04/03/2021 01:51:09 PM,Agree,Agree
04/02/2021,Hawaii,30017,,,129,0.0,460,,,0,0.0,04/03/2021 01:51:09 PM,Not agree,Not agree
04/02/2021,South Dakota,118186,,,197,35.0,1938,1579.0,359.0,0,0.0,04/03/2021 01:51:09 PM,,Agree
04/02/2021,Tennessee,807140,671200.0,135940.0,1249,344.0,11921,9570.0,2351.0,6,0.0,04/01/2021 12:00:00 AM,Agree,Agree
04/02/2021,Mississippi,306674,188396.0,118278.0,228,133.0,7205,4981.0,2224.0,4,3.0,04/04/2021 12:00:00 AM,Agree,Agree
04/02/2021,Alaska,60964,,,196,0.0,340,,,0,0.0,04/02/2021 12:00:00 AM,,
04/02/2021,Washington,365936,,,1465,221.0,5278,,,16,0.0,04/02/2021 12:00:00 AM,,
04/02/2021,Oklahoma,442860,349710.0,93150.0,249,55.0,7153,6084.0,1069.0,0,0.0,04/03/2021 12:00:00 AM,Agree,Agree
04/02/2021,Texas,2790160,,,3518,876.0,48816,,,43,0.0,04/04/2021 12:00:00 AM,Not agree,Not agree
04/02/2021,Massachusetts,640779,602792.0,37987.0,2440,280.0,17301,16957.0,344.0,28,0.0,04/04/2021 12:00:00 AM,Agree,Agree
04/02/2021,West Virginia,142653,112958.0,29695.0,420,158.0,2688,,,5,1.0,04/03/2021 01:51:09 PM,Agree,Not agree
04/02/2021,Florida,2038167,,,5875,1566.0,34248,,,65,3.0,04/02/2021 12:00:00 AM,Not agree,Not agree
04/02/2021,Alabama,515535,403716.0,111819.0,352,127.0,10999,8785.0,2214.0,7,0.0,04/02/2021 12:00:00 AM,Agree,Agree
04/02/2021,Louisiana,445469,,,0,0.0,10161,9308.0,853.0,0,0.0,04/03/2021 01:51:09 PM,Not agree,Agree
04/02/2021,Connecticut,313956,289591.0,24365.0,1488,74.0,7904,6497.0,1407.0,4,-1.0,04/03/2021 01:51:09 PM,Agree,Agree
04/02/2021,Michigan,811784,730512.0,81272.0,6177,843.0,17376,16329.0,1047.0,44,4.0,04/03/2021 12:00:00 AM,Agree,Agree
04/02/2021,Wyoming,56447,47786.0,8661.0,58,7.0,700,700.0,0.0,0,0.0,04/03/2021 01:51:09 PM,Agree,Agree
04/02/2021,Arizona,843757,783989.0,59768.0,940,230.0,16989,15061.0,1928.0,12,-7.0,04/03/2021 01:51:09 PM,Agree,Agree
