Incident ID,Incident Date,State,City Or County,Address,# Victims Injured,# Victims Killed,# Subjects-Suspects Injured,# Subjects-Suspects Killed,# Subjects-Suspects Arrested,Operations
2035513,13-Jun-21,New York,Albany (Colonie),1 Maria Dr,0,0,0,0,1,N/A
2035112,13-Jun-21,California,Sanger,N/A,0,0,0,0,2,N/A
2033905,13-Jun-21,Ohio,West Salem,9161 Rainbow Hwy,5,1,1,0,1,N/A
2033989,13-Jun-21,California,Bakersfield,Cottonwood Rd and E Brundage Ln,0,0,0,1,0,N/A
2034670,13-Jun-21,Tennessee,Murfreesboro,2424 S Church St,1,0,0,0,0,N/A
2034959,13-Jun-21,Pennsylvania,Harrisburg,1200 block of  Kittatinny St,1,0,0,0,0,N/A
2034772,13-Jun-21,Virginia,Chesapeake,2000 block of Canning Pl,0,1,0,0,1,N/A
2033687,13-Jun-21,Pennsylvania,Philadelphia,6500 block of N Broad St,1,0,0,0,0,N/A
2035784,13-Jun-21,Virginia,Virginia Beach,5500 block of Gower Pl,1,0,0,0,1,N/A
2034672,13-Jun-21,Michigan,Detroit,2699 W Grand Blvd,1,0,0,0,0,N/A
2037024,13-Jun-21,Indiana,Muncie,N Wheeling Ave,1,0,0,0,2,N/A
2035034,13-Jun-21,New York,Brooklyn,374 Stockholm St,1,0,0,0,0,N/A
2035039,13-Jun-21,New Mexico,Las Cruces,N/A,0,0,0,0,1,N/A
2033266,13-Jun-21,Ohio,Akron,2215 East Ave,1,0,0,0,0,N/A
2037914,13-Jun-21,Massachusetts,Holyoke,157 Sargeant St,0,0,0,0,0,N/A
2033993,13-Jun-21,Texas,San Antonio,3705 Roosevelt Ave,1,0,0,0,1,N/A
2035031,13-Jun-21,Illinois,Decatur,N Church St,0,0,1,0,0,N/A
2034010,13-Jun-21,California,Parlier,13000 block of 9th St,1,1,0,0,0,N/A
2033392,13-Jun-21,Georgia,Atlanta,1075 Oglethorpe Ave,1,0,0,0,1,N/A
2034990,13-Jun-21,Ohio,Toledo,200 block of Everett St,2,0,0,0,0,N/A
2033991,13-Jun-21,Minnesota,Minneapolis,5th Ave S and E Lake St,1,0,0,0,0,N/A
