Incident ID,Incident Date,State,City Or County,Address,# Victims Injured,# Victims Killed,# Subjects-Suspects Injured,# Subjects-Suspects Killed,# Subjects-Suspects Arrested,Operations
2074015,25-Jul-21,Illinois,Chicago,3231 W Lake St,3,0,0,0,0,N/A
2074308,25-Jul-21,Wisconsin,Milwaukee,3000 N Sherman Blvd,1,0,0,0,0,N/A
2073676,25-Jul-21,Arizona,Phoenix,2140 W Thunderbird Rd,0,2,2,0,2,N/A
2076035,25-Jul-21,North Carolina,Greensboro,E Whittington St,0,1,0,0,1,N/A
2077980,25-Jul-21,Mississippi,Vicksburg,200 block of Meadowvale Dr,0,0,0,0,0,N/A
2079553,25-Jul-21,Missouri,Blue Springs,1200 SE Adams Dairy Pkwy,2,0,0,0,0,N/A
2074301,25-Jul-21,South Carolina,Anderson,719 W Maudlin Ct,2,0,0,0,0,N/A
2074299,25-Jul-21,Missouri,Saint Louis,3100 block of Keokuk St,1,0,0,0,0,N/A
2075431,25-Jul-21,California,Richmond,6th St and Nevin Ave,1,1,0,0,0,N/A
2074028,25-Jul-21,Louisiana,New Orleans,7400 block of Crestmont Rd,1,1,0,0,0,N/A
2074364,25-Jul-21,Minnesota,International Falls,1700 block of MN-11,0,0,0,1,0,N/A
2075425,25-Jul-21,Missouri,Saint Louis,721 N Tucker Blvd,1,0,0,0,0,N/A
2074276,25-Jul-21,Illinois,Chicago,4000 block of W Wilcox St,1,0,0,0,0,N/A
2074262,25-Jul-21,New York,Albany,Clinton Ave and Lexington Ave,1,0,0,0,0,N/A
2074651,25-Jul-21,Florida,Apopka,200 block of Ashville St,0,1,0,0,0,N/A
2074258,25-Jul-21,Illinois,Chicago,5700 block of S Elizabeth St,1,0,0,0,0,N/A
2074256,25-Jul-21,Illinois,Chicago,4200 block of W Fullerton Ave,1,0,0,0,0,N/A
2076271,25-Jul-21,Colorado,Greeley,31st Street Rd and 19th Ave,0,0,0,0,0,N/A
2074255,25-Jul-21,New York,Syracuse,425 Gifford St,0,0,0,0,0,N/A
2074250,25-Jul-21,New York,Rochester,100 block of Lewis St,1,0,0,0,0,N/A
2076776,25-Jul-21,Louisiana,Abbeville,N/A,1,0,0,0,1,N/A
2074172,25-Jul-21,New York,Brooklyn,716 Madison St,1,0,0,0,0,N/A
2077937,25-Jul-21,North Carolina,Rockingham,Washington St EXT,1,0,0,0,1,N/A
2077929,25-Jul-21,Florida,Tallahassee,1500 block of Dale St,1,0,0,0,0,N/A
2074195,25-Jul-21,Virginia,Chesapeake,2000 block of Pond Ln,0,1,0,0,0,N/A
2075277,25-Jul-21,North Carolina,High Point,800 Block of Worth St,0,1,0,0,0,N/A
2074083,25-Jul-21,Louisiana,Crowley,200 Kathy Meadows Ln,1,0,0,1,0,N/A
2074271,25-Jul-21,Louisiana,Jennings,N/A,0,0,0,1,0,N/A
2074010,25-Jul-21,District of Columbia,Washington,100 block of Q St NW,1,2,0,0,1,N/A
2074177,25-Jul-21,New York,Brooklyn,Sterling Pl,1,0,0,0,0,N/A
2074174,25-Jul-21,Colorado,Colorado Springs,3490 Afternoon Cir,0,0,0,0,0,N/A
2074170,25-Jul-21,New York,Bronx,Grand Concourse and E 173rd St,1,0,0,0,0,N/A
2074168,25-Jul-21,Colorado,Colorado Springs,2165 Academy Pl,1,0,0,0,0,N/A
2074166,25-Jul-21,Tennessee,Memphis,2300 Elvis Presley Blvd,0,1,0,0,0,N/A
2074150,25-Jul-21,Colorado,Aurora,N/A,1,0,0,0,0,N/A
2075229,25-Jul-21,Nebraska,Omaha,NW Radial Hwy and N 56th St,1,0,0,0,0,N/A
2074145,25-Jul-21,Colorado,Denver,1900 block of Chestnut Pl,2,0,0,0,0,N/A
2075192,25-Jul-21,North Carolina,Charlotte,1300 block of Deep Rock Cir,0,1,0,0,0,N/A
2074143,25-Jul-21,Colorado,Denver,8000 block of Northfield Blvd,1,0,0,0,0,N/A
2076197,25-Jul-21,California,Pittsburg,E 9th St and Harbor St,1,0,0,0,0,N/A
2074063,25-Jul-21,Tennessee,Memphis,1247 Thomas St,2,1,0,0,0,N/A
2074134,25-Jul-21,Illinois,Chicago,3200 block of W Maypole Ave,0,1,0,0,0,N/A
2074132,25-Jul-21,Tennessee,Memphis,Robinhood Ln and Rhodes Ave,0,1,0,0,0,N/A
2074130,25-Jul-21,Ohio,Cleveland,W 43rd St and Clark Ave,1,0,0,0,0,N/A
2074120,25-Jul-21,Pennsylvania,Philadelphia,4000 block of Creston St,1,0,0,0,0,N/A
2074127,25-Jul-21,Ohio,Cleveland,E 55th St and Carnegie Ave,1,0,0,0,0,N/A
2078200,25-Jul-21,Florida,Homestead (Naranja),13822 SW 270th St,0,1,0,0,0,N/A
